userId,movieId,rating,timestamp
509,7347,3.0,1435994597
326,71462,4.0,1322252335
57,2115,3.0,965798155
610,1127,4.0,1479544102
462,2409,2.0,1174438249
600,2084,3.5,1237714669
89,121342,3.5,1520409121
343,2329,4.0,1202061289
414,36517,4.0,1139849175
156,3072,4.0,946799453
305,1625,2.5,1460135974
448,440,3.0,1019127444
57,594,4.0,965796004
20,6157,2.0,1054036811
313,541,5.0,1030474666
600,5064,1.5,1237764418
304,1210,5.0,881232527
469,1104,5.0,965661904
138,2707,0.5,1222676033
217,2331,2.0,955943681
372,1015,2.0,874416661
603,3521,4.0,963176106
339,1625,4.0,1460354557
438,3408,3.5,1105649733
366,589,4.0,1445546504
150,95,3.0,854203072
523,26776,4.5,1503126150
380,1653,4.0,1494803474
489,2379,1.5,1333297270
111,71057,1.5,1516144107
318,3412,4.0,1275475059
333,3755,3.0,965671624
217,1014,3.0,955943917
514,2028,4.0,1533872451
275,440,4.0,1049076616
84,318,5.0,857653594
424,6870,4.5,1457843834
408,8528,4.5,1483945606
552,2598,2.5,1112151439
109,110,5.0,841106621
380,68791,3.0,1493420793
76,2858,4.0,1439167032
19,798,2.0,965710019
305,1258,5.0,1460135285
469,2391,5.0,965336695
590,2376,1.5,1258418851
467,2125,2.0,919672054
68,3147,3.5,1158532167
217,564,1.0,955945521
525,99149,4.0,1476478440
199,380,3.0,940544360
475,2617,5.0,1498031804
122,80463,5.0,1461563274
564,3948,4.0,1478453930
480,48783,4.0,1179160377
66,7438,5.0,1093747275
307,1093,3.0,1197407444
425,5679,4.0,1106483583
268,1968,2.0,940183036
608,6323,4.0,1117336923
603,1639,5.0,954482505
469,3160,4.0,965846210
599,68319,2.5,1498517692
474,3548,4.5,1087831518
219,1240,4.0,1194686346
222,6863,4.0,1391375012
182,3503,4.0,1076826045
212,81591,4.0,1490114909
165,5481,3.0,1046741422
509,4993,5.0,1435992277
594,339,5.0,1109036815
274,4544,3.5,1171830127
230,3527,3.5,1196305101
10,4995,4.0,1455301798
125,160563,3.5,1476904043
351,88405,3.5,1328296798
586,5952,5.0,1529899142
414,1007,2.0,961513576
68,1408,5.0,1158533126
462,90430,3.5,1384180887
489,4995,4.0,1333101658
590,494,3.0,1266472615
274,34534,3.5,1171830482
414,187595,3.5,1527977920
474,529,4.0,979180139
590,349,3.5,1258420549
268,1196,5.0,940185291
514,1345,4.0,1533872782
590,1945,5.0,1258417259
448,4981,4.0,1019127669
599,169958,1.0,1498529010
31,736,4.0,850466616
111,165671,4.5,1518812112
525,551,4.0,1476478152
511,3307,4.5,1450094234
298,114935,3.0,1450369296
57,377,2.0,969754312
411,440,3.0,835532398
534,57640,4.0,1459787997
54,500,3.0,839921452
68,1275,2.5,1158533795
474,2116,2.0,1014924446
182,5609,2.0,1055153897
381,63808,2.5,1262898117
420,7153,4.5,1218041554
18,118900,3.5,1483294684
477,34150,3.5,1200945211
187,39869,4.5,1161850083
100,3536,4.0,1100184302
105,111759,3.5,1446571729
590,940,5.0,1258417339
370,40629,3.0,1159162677
555,2329,5.0,978748587
514,4002,3.5,1533949031
105,117176,4.0,1447580031
19,3213,4.0,965708982
195,1921,2.0,974705766
27,2985,1.0,965150213
411,382,3.0,835533439
489,105,4.5,1333231499
89,125974,3.5,1520409107
425,8783,3.0,1106482923
45,648,4.0,950740583
322,2997,0.5,1217676415
534,31,3.5,1459788707
305,903,3.5,1518198067
263,4027,4.0,1090948218
469,1719,5.0,965846053
591,3897,3.0,972086497
594,2001,4.5,1109038393
469,3418,4.0,965333750
288,40959,4.5,1158263085
187,235,4.5,1161849733
317,223,4.0,1430366031
249,68205,3.0,1355366304
414,112183,4.0,1485656823
263,2396,4.0,940384374
469,2058,3.0,965334150
105,4734,4.0,1446573574
414,1816,3.0,961518330
517,2424,1.5,1487957251
428,1527,4.0,1111623379
334,733,3.5,1225480881
469,3813,5.0,965336302
68,3409,3.0,1261624272
603,1533,4.0,953925031
381,736,3.5,1164877263
204,3266,5.0,1327185596
380,84942,4.0,1493421497
331,5952,4.5,1537157649
137,1237,4.5,1204863783
125,1221,4.5,1474289973
471,6016,4.0,1496671906
453,344,4.0,1005967174
68,457,4.5,1158531542
410,1085,4.0,990728473
563,2485,3.0,1441845661
129,7438,4.0,1167376056
367,3175,4.0,997812532
596,2774,3.0,1535830123
175,531,3.5,1234188140
318,96020,4.0,1424456290
57,2804,4.0,965796211
208,10,2.0,940639452
494,1196,5.0,1001666564
51,2752,2.5,1230931151
414,1278,4.0,991327754
412,2710,2.0,939113740
369,47,3.5,1237083091
137,780,3.0,1204859345
307,1580,2.0,1186161017
256,3593,4.5,1447001226
603,1307,4.0,953927787
76,111,3.0,1439166428
566,337,3.0,849006000
600,1265,4.0,1237858421
419,6213,3.5,1328318734
480,7618,3.5,1179161136
105,1265,4.0,1447579905
599,6534,3.0,1498523691
234,2571,5.0,1004408002
375,1196,5.0,1225314356
18,62434,3.5,1455749428
372,4006,1.0,874415441
563,1017,3.5,1441846378
75,2640,1.5,1158967058
304,296,5.0,891173194
564,5377,4.0,1481817601
438,2167,4.0,1105667170
330,466,3.0,1285905610
460,4703,4.0,1359176469
156,2239,5.0,946799476
534,86892,4.5,1459787998
525,2628,3.0,1476476276
571,3706,1.0,966900003
390,5220,1.5,1250275221
19,1895,2.0,965706771
307,784,4.0,1186087476
105,26471,3.5,1446618506
448,60040,2.5,1243238059
367,3253,3.0,997812202
318,41566,3.0,1262804474
131,48780,3.5,1349840736
232,50068,3.0,1183607472
184,180985,3.0,1537109917
51,39183,5.0,1230929886
288,4976,4.0,1034954133
84,50,4.0,857653594
156,26313,4.0,1106881869
330,4306,4.5,1285905149
249,84954,2.5,1346753639
274,2761,3.5,1288172971
567,119145,3.0,1525286707
474,1610,4.0,974667355
419,89580,4.0,1321853700
409,3298,3.0,968978115
28,27408,2.5,1242032514
339,141749,4.0,1460185594
221,4799,3.5,1111178377
9,2877,3.0,1044657221
298,4448,2.5,1447598580
132,4700,3.0,1161799533
32,788,1.0,856736227
82,1801,3.0,1084521364
274,52973,3.5,1186723324
397,1104,4.5,1181966593
177,91535,3.0,1435837121
246,4993,5.0,1354126775
605,1917,3.0,1277096948
21,1391,0.5,1468113524
167,5816,4.5,1154721707
101,3179,3.0,968440828
219,904,5.0,1194686851
103,55820,4.5,1431957871
474,5548,2.0,1046887698
453,2324,5.0,972622713
328,106487,2.5,1494211297
70,63082,5.0,1355198254
545,49284,1.5,1240359305
509,2028,3.5,1436393168
610,100579,4.0,1493848830
63,1084,4.0,1443200023
24,2617,3.5,1458941896
273,435,4.0,835860797
66,442,3.0,1093143935
525,5618,4.5,1476478148
606,897,3.5,1171755917
474,1303,4.0,1074474320
261,2717,3.0,1404880897
18,90600,4.0,1511043515
115,919,4.0,944958086
474,6863,3.5,1078495443
599,115713,3.5,1498528866
307,7265,3.0,1187383446
567,166528,1.0,1525289624
57,1079,3.0,965796333
